Date,Open,High,Low,Close,Adj Close,Volume
2013-08-19,15.487300,15.528600,15.363400,15.363400,12.581450,50951134
2013-08-20,15.363400,15.776400,15.363400,15.569900,12.750557,72321917
2013-08-22,15.404700,15.446000,15.280800,15.404700,12.615272,52556485
2013-08-23,15.487300,15.487300,15.280800,15.322100,12.547627,32079177
2013-08-26,15.363400,15.404700,15.239500,15.322100,12.547627,21872001
2013-08-27,15.446000,15.446000,15.322100,15.404700,12.615272,20995475
2013-08-28,15.156900,15.322100,15.115600,15.198200,12.446164,25691672
2013-08-29,15.280800,15.363400,15.239500,15.280800,12.513806,23528201
2013-08-30,15.322100,15.569900,15.280800,15.569900,12.750557,34487204
2013-09-02,15.528600,15.569900,15.363400,15.569900,12.750557,17789615
2013-09-03,15.693800,15.941600,15.652500,15.941600,13.054952,58953676
2013-09-04,15.941600,16.106800,15.776400,16.024200,13.122595,37949726
2013-09-05,16.024200,16.106800,15.900300,16.024200,13.122595,36815327
2013-09-06,16.024200,16.024200,15.900300,16.024200,13.122595,32099759
2013-09-09,16.024200,16.024200,15.693800,15.941600,13.054952,34488415
2013-09-10,15.941600,15.982900,15.859000,15.941600,13.054952,36953343
2013-09-11,15.941600,16.106800,15.817700,16.106800,13.190238,36895231
2013-09-12,16.024200,16.271900,15.982900,16.271900,13.325441,47412339
2013-09-13,16.271900,16.271900,16.106800,16.271900,13.325441,21949484
2013-09-16,16.148100,16.313200,16.106800,16.271900,13.325441,35085276
2013-09-17,16.106800,16.271900,16.106800,16.271900,13.325441,18436114
2013-09-18,16.271900,16.313200,16.148100,16.148100,13.224059,29747423
2013-09-23,16.189400,16.354500,16.065500,16.354500,13.393085,39325050
2013-09-24,16.395800,16.437099,16.313200,16.437099,13.460727,47626628
2013-09-25,16.271900,16.395800,16.148100,16.395800,13.426907,40994567
2013-09-26,16.354500,16.354500,15.982900,16.024200,13.122595,34588901
2013-09-27,16.148100,16.354500,16.148100,16.271900,13.325441,54579518
2013-09-30,16.024200,16.106800,15.941600,15.941600,13.054952,37648269
2013-10-01,15.941600,16.106800,15.941600,16.024200,13.122595,21882897
2013-10-02,16.106800,16.148100,16.024200,16.148100,13.224059,21236399
2013-10-03,16.106800,16.437099,16.106800,16.395800,13.426907,46899014
2013-10-04,16.395800,16.519800,16.271900,16.395800,13.426907,37006613
2013-10-07,16.354500,16.437099,16.271900,16.437099,13.460727,22839328
2013-10-08,16.437099,16.478500,16.271900,16.478500,13.494632,40578095
2013-10-09,16.395800,16.519800,16.395800,16.478500,13.494632,29081553
2013-10-11,16.519800,16.684900,16.519800,16.602400,13.596096,48449885
2013-10-14,16.519800,16.602400,16.395800,16.561100,13.562274,20575372
2013-10-15,16.602400,16.643700,16.519800,16.602400,13.596096,24985850
2013-10-16,16.602400,16.602400,16.395800,16.478500,13.494632,30766809
